# Trace from filein = ./62270a01                                                                                                                   
#   time        PALFT                                                                                                                        
   2.0893E+00   0.0000E+00
   2.0968E+00   0.0000E+00
   2.1036E+00   0.0000E+00
   2.1106E+00   0.0000E+00
   2.1181E+00   0.0000E+00
   2.1256E+00   0.0000E+00
   2.1266E+00   0.0000E+00
   2.1284E+00   0.0000E+00
   2.1288E+00   0.0000E+00
   2.1293E+00   0.0000E+00
   2.1295E+00   0.0000E+00
   2.1296E+00   0.0000E+00
   2.1297E+00   0.0000E+00
   2.1298E+00   0.0000E+00
   2.1300E+00   0.0000E+00
   2.1304E+00   0.0000E+00
   2.1311E+00   0.0000E+00
   2.1321E+00   0.0000E+00
   2.1340E+00   0.0000E+00
   2.1373E+00   0.0000E+00
   2.1430E+00   0.0000E+00
   2.1505E+00   0.0000E+00
   2.1580E+00   0.0000E+00
   2.1655E+00   0.0000E+00
   2.1730E+00   0.0000E+00
   2.1805E+00   0.0000E+00
   2.1880E+00   0.0000E+00
   2.1955E+00   0.0000E+00
   2.2030E+00   0.0000E+00
   2.2105E+00   0.0000E+00
   2.2180E+00   0.0000E+00
   2.2255E+00   0.0000E+00
   2.2330E+00   0.0000E+00
   2.2405E+00   0.0000E+00
   2.2480E+00   0.0000E+00
   2.2555E+00   0.0000E+00
   2.2630E+00   0.0000E+00
   2.2705E+00   0.0000E+00
   2.2780E+00   0.0000E+00
   2.2855E+00   0.0000E+00
   2.2930E+00   0.0000E+00
   2.3005E+00   0.0000E+00
   2.3080E+00   0.0000E+00
   2.3155E+00   0.0000E+00
   2.3230E+00   0.0000E+00
   2.3305E+00   0.0000E+00
   2.3380E+00   0.0000E+00
   2.3439E+00   0.0000E+00
   2.3514E+00   0.0000E+00
   2.3589E+00   0.0000E+00
   2.3664E+00   0.0000E+00
   2.3739E+00   0.0000E+00
   2.3814E+00   0.0000E+00
   2.3889E+00   0.0000E+00
   2.3964E+00   0.0000E+00
   2.4039E+00   0.0000E+00
   2.4114E+00   0.0000E+00
   2.4189E+00   0.0000E+00
   2.4264E+00   0.0000E+00
   2.4339E+00   0.0000E+00
   2.4414E+00   0.0000E+00
   2.4489E+00   0.0000E+00
   2.4564E+00   0.0000E+00
   2.4639E+00   0.0000E+00
   2.4714E+00   0.0000E+00
   2.4789E+00   0.0000E+00
   2.4864E+00   0.0000E+00
   2.4910E+00   0.0000E+00
   2.4941E+00   0.0000E+00
   2.4964E+00   0.0000E+00
   2.4989E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5008E+00   0.0000E+00
   2.5009E+00   0.0000E+00
   2.5010E+00   0.0000E+00
   2.5012E+00   0.0000E+00
   2.5013E+00   0.0000E+00
   2.5015E+00   0.0000E+00
   2.5018E+00   0.0000E+00
   2.5018E+00   0.0000E+00
   2.5019E+00   0.0000E+00
   2.5019E+00   0.0000E+00
   2.5020E+00   0.0000E+00
   2.5020E+00   0.0000E+00
   2.5021E+00   0.0000E+00
   2.5024E+00   0.0000E+00
   2.5027E+00   0.0000E+00
   2.5034E+00   0.0000E+00
   2.5043E+00   0.0000E+00
   2.5055E+00   0.0000E+00
   2.5069E+00   0.0000E+00
   2.5083E+00   0.0000E+00
   2.5104E+00   0.0000E+00
   2.5131E+00   0.0000E+00
   2.5159E+00   0.0000E+00
   2.5177E+00   0.0000E+00
   2.5190E+00   0.0000E+00
   2.5201E+00   0.0000E+00
   2.5205E+00   0.0000E+00
   2.5213E+00   0.0000E+00
   2.5225E+00   0.0000E+00
   2.5241E+00   0.0000E+00
   2.5249E+00   0.0000E+00
   2.5264E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5284E+00   0.0000E+00
   2.5285E+00   0.0000E+00
   2.5285E+00   0.0000E+00
   2.5286E+00   0.0000E+00
   2.5287E+00   0.0000E+00
   2.5289E+00   0.0000E+00
   2.5290E+00   0.0000E+00
   2.5292E+00   0.0000E+00
   2.5292E+00   0.0000E+00
   2.5293E+00   0.0000E+00
   2.5293E+00   0.0000E+00
   2.5293E+00   0.0000E+00
   2.5293E+00   0.0000E+00
   2.5294E+00   0.0000E+00
   2.5294E+00   0.0000E+00
   2.5294E+00   0.0000E+00
   2.5294E+00   0.0000E+00
   2.5294E+00   0.0000E+00
   2.5294E+00   0.0000E+00
   2.5294E+00   0.0000E+00
   2.5294E+00   0.0000E+00
   2.5295E+00   0.0000E+00
   2.5295E+00   0.0000E+00
   2.5296E+00   0.0000E+00
   2.5297E+00   0.0000E+00
   2.5299E+00   0.0000E+00
   2.5302E+00   0.0000E+00
   2.5305E+00   0.0000E+00
   2.5308E+00   0.0000E+00
   2.5312E+00   0.0000E+00
   2.5315E+00   0.0000E+00
   2.5320E+00   0.0000E+00
   2.5326E+00   0.0000E+00
   2.5335E+00   0.0000E+00
   2.5351E+00   0.0000E+00
   2.5379E+00   0.0000E+00
   2.5426E+00   0.0000E+00
   2.5501E+00   0.0000E+00
   2.5576E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5578E+00   0.0000E+00
   2.5579E+00   0.0000E+00
   2.5579E+00   0.0000E+00
   2.5579E+00   0.0000E+00
   2.5579E+00   0.0000E+00
   2.5579E+00   0.0000E+00
   2.5579E+00   0.0000E+00
   2.5580E+00   0.0000E+00
   2.5580E+00   0.0000E+00
   2.5580E+00   0.0000E+00
   2.5580E+00   0.0000E+00
   2.5580E+00   0.0000E+00
   2.5580E+00   0.0000E+00
   2.5580E+00   0.0000E+00
   2.5580E+00   0.0000E+00
   2.5581E+00   0.0000E+00
   2.5581E+00   0.0000E+00
   2.5582E+00   0.0000E+00
   2.5583E+00   0.0000E+00
   2.5584E+00   0.0000E+00
   2.5585E+00   0.0000E+00
   2.5586E+00   0.0000E+00
   2.5588E+00   0.0000E+00
   2.5590E+00   0.0000E+00
   2.5593E+00   0.0000E+00
   2.5599E+00   0.0000E+00
   2.5599E+00   0.0000E+00
   2.5600E+00   0.0000E+00
   2.5601E+00   0.0000E+00
   2.5602E+00   0.0000E+00
   2.5603E+00   0.0000E+00
   2.5605E+00   0.0000E+00
   2.5605E+00   0.0000E+00
   2.5605E+00   0.0000E+00
   2.5605E+00   0.0000E+00
   2.5605E+00   0.0000E+00
   2.5605E+00   0.0000E+00
   2.5606E+00   0.0000E+00
   2.5607E+00   0.0000E+00
   2.5608E+00   0.0000E+00
   2.5610E+00   0.0000E+00
   2.5614E+00   0.0000E+00
   2.5621E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5633E+00   0.0000E+00
   2.5634E+00   0.0000E+00
   2.5635E+00   0.0000E+00
   2.5636E+00   0.0000E+00
   2.5636E+00   0.0000E+00
   2.5636E+00   0.0000E+00
   2.5636E+00   0.0000E+00
   2.5636E+00   0.0000E+00
   2.5636E+00   0.0000E+00
   2.5637E+00   0.0000E+00
   2.5637E+00   0.0000E+00
   2.5637E+00   0.0000E+00
   2.5638E+00   0.0000E+00
   2.5638E+00   0.0000E+00
   2.5639E+00   0.0000E+00
   2.5640E+00   0.0000E+00
   2.5643E+00   0.0000E+00
   2.5646E+00   0.0000E+00
   2.5652E+00   0.0000E+00
   2.5663E+00   0.0000E+00
   2.5675E+00   0.0000E+00
   2.5677E+00   0.0000E+00
   2.5680E+00   0.0000E+00
   2.5686E+00   0.0000E+00
   2.5690E+00   0.0000E+00
   2.5695E+00   0.0000E+00
   2.5704E+00   0.0000E+00
   2.5719E+00   0.0000E+00
   2.5744E+00   0.0000E+00
   2.5788E+00   0.0000E+00
   2.5837E+00   0.0000E+00
   2.5838E+00   0.0000E+00
   2.5839E+00   0.0000E+00
   2.5839E+00   0.0000E+00
   2.5839E+00   0.0000E+00
   2.5840E+00   0.0000E+00
   2.5840E+00   0.0000E+00
   2.5840E+00   0.0000E+00
   2.5840E+00   0.0000E+00
   2.5840E+00   0.0000E+00
   2.5840E+00   0.0000E+00
   2.5840E+00   0.0000E+00
   2.5841E+00   0.0000E+00
   2.5842E+00   0.0000E+00
   2.5843E+00   0.0000E+00
   2.5844E+00   0.0000E+00
   2.5847E+00   0.0000E+00
   2.5849E+00   0.0000E+00
   2.5851E+00   0.0000E+00
   2.5853E+00   0.0000E+00
   2.5857E+00   0.0000E+00
   2.5859E+00   0.0000E+00
   2.5861E+00   0.0000E+00
   2.5865E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5869E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5870E+00   0.0000E+00
   2.5871E+00   0.0000E+00
   2.5872E+00   0.0000E+00
   2.5873E+00   0.0000E+00
   2.5874E+00   0.0000E+00
   2.5876E+00   0.0000E+00
   2.5879E+00   0.0000E+00
   2.5884E+00   0.0000E+00
   2.5884E+00   0.0000E+00
   2.5885E+00   0.0000E+00
   2.5885E+00   0.0000E+00
   2.5885E+00   0.0000E+00
   2.5885E+00   0.0000E+00
   2.5885E+00   0.0000E+00
   2.5886E+00   0.0000E+00
   2.5886E+00   0.0000E+00
   2.5886E+00   0.0000E+00
   2.5886E+00   0.0000E+00
   2.5886E+00   0.0000E+00
   2.5886E+00   0.0000E+00
   2.5887E+00   0.0000E+00
   2.5887E+00   0.0000E+00
   2.5888E+00   0.0000E+00
   2.5889E+00   0.0000E+00
   2.5890E+00   0.0000E+00
   2.5891E+00   0.0000E+00
   2.5892E+00   0.0000E+00
   2.5892E+00   0.0000E+00
   2.5893E+00   0.0000E+00
   2.5895E+00   0.0000E+00
   2.5898E+00   0.0000E+00
   2.5904E+00   0.0000E+00
   2.5913E+00   0.0000E+00
   2.5929E+00   0.0000E+00
   2.5957E+00   0.0000E+00
   2.6006E+00   0.0000E+00
   2.6077E+00   0.0000E+00
   2.6152E+00   0.0000E+00
   2.6227E+00   0.0000E+00
   2.6302E+00   0.0000E+00
   2.6377E+00   0.0000E+00
   2.6452E+00   0.0000E+00
   2.6527E+00   0.0000E+00
   2.6602E+00   0.0000E+00
   2.6677E+00   0.0000E+00
   2.6752E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6753E+00   0.0000E+00
   2.6754E+00   0.0000E+00
   2.6754E+00   0.0000E+00
   2.6754E+00   0.0000E+00
   2.6754E+00   0.0000E+00
   2.6755E+00   0.0000E+00
   2.6755E+00   0.0000E+00
   2.6755E+00   0.0000E+00
   2.6755E+00   0.0000E+00
   2.6755E+00   0.0000E+00
   2.6755E+00   0.0000E+00
   2.6756E+00   0.0000E+00
   2.6756E+00   0.0000E+00
   2.6756E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6757E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6758E+00   0.0000E+00
   2.6759E+00   0.0000E+00
   2.6759E+00   0.0000E+00
   2.6759E+00   0.0000E+00
   2.6759E+00   0.0000E+00
   2.6760E+00   0.0000E+00
   2.6760E+00   0.0000E+00
   2.6760E+00   0.0000E+00
   2.6760E+00   0.0000E+00
   2.6760E+00   0.0000E+00
   2.6760E+00   0.0000E+00
   2.6760E+00   0.0000E+00
   2.6760E+00   0.0000E+00
   2.6761E+00   0.0000E+00
   2.6761E+00   0.0000E+00
   2.6761E+00   0.0000E+00
   2.6761E+00   0.0000E+00
   2.6761E+00   0.0000E+00
   2.6762E+00   0.0000E+00
   2.6762E+00   0.0000E+00
   2.6763E+00   0.0000E+00
   2.6764E+00   0.0000E+00
   2.6766E+00   0.0000E+00
   2.6769E+00   0.0000E+00
   2.6774E+00   0.0000E+00
   2.6780E+00   0.0000E+00
   2.6783E+00   0.0000E+00
   2.6787E+00   0.0000E+00
   2.6792E+00   0.0000E+00
   2.6800E+00   0.0000E+00
   2.6812E+00   0.0000E+00
   2.6832E+00   0.0000E+00
   2.6833E+00   0.0000E+00
   2.6834E+00   0.0000E+00
   2.6834E+00   0.0000E+00
   2.6834E+00   0.0000E+00
   2.6834E+00   0.0000E+00
   2.6834E+00   0.0000E+00
   2.6834E+00   0.0000E+00
   2.6834E+00   0.0000E+00
   2.6834E+00   0.0000E+00
   2.6834E+00   0.0000E+00
   2.6835E+00   0.0000E+00
   2.6835E+00   0.0000E+00
   2.6835E+00   0.0000E+00
   2.6835E+00   0.0000E+00
   2.6836E+00   0.0000E+00
   2.6836E+00   0.0000E+00
   2.6837E+00   0.0000E+00
   2.6837E+00   0.0000E+00
   2.6838E+00   0.0000E+00
   2.6839E+00   0.0000E+00
   2.6841E+00   0.0000E+00
   2.6844E+00   0.0000E+00
   2.6848E+00   0.0000E+00
   2.6853E+00   0.0000E+00
   2.6858E+00   0.0000E+00
   2.6867E+00   0.0000E+00
   2.6880E+00   0.0000E+00
   2.6880E+00   0.0000E+00
   2.6880E+00   0.0000E+00
   2.6880E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6881E+00   0.0000E+00
   2.6882E+00   0.0000E+00
   2.6882E+00   0.0000E+00
   2.6882E+00   0.0000E+00
   2.6882E+00   0.0000E+00
   2.6883E+00   0.0000E+00
   2.6883E+00   0.0000E+00
   2.6883E+00   0.0000E+00
   2.6883E+00   0.0000E+00
   2.6883E+00   0.0000E+00
   2.6884E+00   0.0000E+00
   2.6884E+00   0.0000E+00
   2.6885E+00   0.0000E+00
   2.6886E+00   0.0000E+00
   2.6887E+00   0.0000E+00
   2.6888E+00   0.0000E+00
   2.6889E+00   0.0000E+00
   2.6890E+00   0.0000E+00
   2.6892E+00   0.0000E+00
   2.6895E+00   0.0000E+00
   2.6898E+00   0.0000E+00
   2.6903E+00   0.0000E+00
   2.6909E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6916E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6917E+00   0.0000E+00
   2.6918E+00   0.0000E+00
   2.6918E+00   0.0000E+00
   2.6919E+00   0.0000E+00
   2.6921E+00   0.0000E+00
   2.6923E+00   0.0000E+00
   2.6923E+00   0.0000E+00
   2.6923E+00   0.0000E+00
   2.6924E+00   0.0000E+00
   2.6924E+00   0.0000E+00
   2.6924E+00   0.0000E+00
   2.6925E+00   0.0000E+00
   2.6925E+00   0.0000E+00
   2.6927E+00   0.0000E+00
   2.6929E+00   0.0000E+00
   2.6930E+00   0.0000E+00
   2.6930E+00   0.0000E+00
   2.6931E+00   0.0000E+00
   2.6932E+00   0.0000E+00
   2.6933E+00   0.0000E+00
   2.6936E+00   0.0000E+00
   2.6941E+00   0.0000E+00
   2.6950E+00   0.0000E+00
   2.6965E+00   0.0000E+00
   2.6992E+00   0.0000E+00
   2.7038E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7113E+00   0.0000E+00
   2.7114E+00   0.0000E+00
   2.7114E+00   0.0000E+00
   2.7114E+00   0.0000E+00
   2.7114E+00   0.0000E+00
   2.7115E+00   0.0000E+00
   2.7115E+00   0.0000E+00
   2.7115E+00   0.0000E+00
   2.7115E+00   0.0000E+00
   2.7116E+00   0.0000E+00
   2.7116E+00   0.0000E+00
   2.7116E+00   0.0000E+00
   2.7116E+00   0.0000E+00
   2.7116E+00   0.0000E+00
   2.7117E+00   0.0000E+00
   2.7117E+00   0.0000E+00
   2.7117E+00   0.0000E+00
   2.7117E+00   0.0000E+00
   2.7117E+00   0.0000E+00
   2.7118E+00   0.0000E+00
   2.7118E+00   0.0000E+00
   2.7118E+00   0.0000E+00
   2.7119E+00   0.0000E+00
   2.7120E+00   0.0000E+00
   2.7121E+00   0.0000E+00
   2.7122E+00   0.0000E+00
   2.7123E+00   0.0000E+00
   2.7124E+00   0.0000E+00
   2.7125E+00   0.0000E+00
   2.7126E+00   0.0000E+00
   2.7129E+00   0.0000E+00
   2.7133E+00   0.0000E+00
   2.7140E+00   0.0000E+00
   2.7153E+00   0.0000E+00
   2.7176E+00   0.0000E+00
   2.7190E+00   0.0000E+00
   2.7208E+00   0.0000E+00
   2.7234E+00   0.0000E+00
   2.7274E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7343E+00   0.0000E+00
   2.7344E+00   0.0000E+00
   2.7344E+00   0.0000E+00
   2.7344E+00   0.0000E+00
   2.7344E+00   0.0000E+00
   2.7344E+00   0.0000E+00
   2.7344E+00   0.0000E+00
   2.7344E+00   0.0000E+00
   2.7345E+00   0.0000E+00
   2.7345E+00   0.0000E+00
   2.7346E+00   0.0000E+00
   2.7347E+00   0.0000E+00
   2.7349E+00   0.0000E+00
   2.7352E+00   0.0000E+00
   2.7356E+00   0.0000E+00
   2.7364E+00   0.0000E+00
   2.7364E+00   0.0000E+00
   2.7364E+00   0.0000E+00
   2.7364E+00   0.0000E+00
   2.7364E+00   0.0000E+00
   2.7364E+00   0.0000E+00
   2.7364E+00   0.0000E+00
   2.7364E+00   0.0000E+00
   2.7364E+00   0.0000E+00
   2.7365E+00   0.0000E+00
   2.7365E+00   0.0000E+00
   2.7366E+00   0.0000E+00
   2.7368E+00   0.0000E+00
   2.7371E+00   0.0000E+00
   2.7376E+00   0.0000E+00
   2.7384E+00   0.0000E+00
   2.7384E+00   0.0000E+00
   2.7384E+00   0.0000E+00
   2.7384E+00   0.0000E+00
   2.7384E+00   0.0000E+00
   2.7384E+00   0.0000E+00
   2.7385E+00   0.0000E+00
   2.7385E+00   0.0000E+00
   2.7385E+00   0.0000E+00
   2.7385E+00   0.0000E+00
   2.7385E+00   0.0000E+00
   2.7385E+00   0.0000E+00
