# Trace from filein = ./62270n01                                                                                                                   
#   time        NEVAVO                                                                                                                       
   2.0107E+00   2.3718E+01
   2.0107E+00   2.3717E+01
   2.0107E+00   2.3716E+01
   2.0107E+00   2.3715E+01
   2.0107E+00   2.3712E+01
   2.0108E+00   2.3710E+01
   2.0108E+00   2.3709E+01
   2.0108E+00   2.3707E+01
   2.0108E+00   2.3706E+01
   2.0108E+00   2.3704E+01
   2.0109E+00   2.3703E+01
   2.0109E+00   2.3702E+01
   2.0109E+00   2.3701E+01
   2.0109E+00   2.3701E+01
   2.0109E+00   2.3701E+01
   2.0109E+00   2.3701E+01
   2.0109E+00   2.3700E+01
   2.0109E+00   2.3700E+01
   2.0109E+00   2.3700E+01
   2.0109E+00   2.3699E+01
   2.0109E+00   2.3699E+01
   2.0109E+00   2.3698E+01
   2.0110E+00   2.3696E+01
   2.0110E+00   2.3692E+01
   2.0110E+00   2.3689E+01
   2.0111E+00   2.3685E+01
   2.0111E+00   2.3681E+01
   2.0111E+00   2.3678E+01
   2.0111E+00   2.3677E+01
   2.0111E+00   2.3677E+01
   2.0111E+00   2.3676E+01
   2.0112E+00   2.3674E+01
   2.0112E+00   2.3673E+01
   2.0112E+00   2.3670E+01
   2.0112E+00   2.3667E+01
   2.0113E+00   2.3664E+01
   2.0113E+00   2.3660E+01
   2.0114E+00   2.3657E+01
   2.0114E+00   2.3652E+01
   2.0115E+00   2.3644E+01
   2.0117E+00   2.3631E+01
   2.0121E+00   2.3613E+01
   2.0126E+00   2.3586E+01
   2.0126E+00   2.3586E+01
   2.0126E+00   2.3585E+01
   2.0126E+00   2.3584E+01
   2.0126E+00   2.3583E+01
   2.0126E+00   2.3581E+01
   2.0127E+00   2.3577E+01
   2.0127E+00   2.3572E+01
   2.0127E+00   2.3566E+01
   2.0127E+00   2.3562E+01
   2.0128E+00   2.3557E+01
   2.0129E+00   2.3552E+01
   2.0131E+00   2.3542E+01
   2.0135E+00   2.3529E+01
   2.0142E+00   2.3504E+01
   2.0142E+00   2.3504E+01
   2.0142E+00   2.3504E+01
   2.0142E+00   2.3503E+01
   2.0142E+00   2.3502E+01
   2.0142E+00   2.3501E+01
   2.0142E+00   2.3498E+01
   2.0142E+00   2.3493E+01
   2.0142E+00   2.3485E+01
   2.0142E+00   2.3477E+01
   2.0143E+00   2.3470E+01
   2.0144E+00   2.3464E+01
   2.0146E+00   2.3457E+01
   2.0148E+00   2.3448E+01
   2.0154E+00   2.3430E+01
   2.0162E+00   2.3405E+01
   2.0178E+00   2.3364E+01
   2.0204E+00   2.3313E+01
   2.0249E+00   2.3240E+01
   2.0324E+00   2.3152E+01
   2.0399E+00   2.3008E+01
   2.0474E+00   2.2837E+01
   2.0549E+00   2.2644E+01
   2.0624E+00   2.2465E+01
   2.0699E+00   2.2299E+01
   2.0774E+00   2.2173E+01
   2.0849E+00   2.2070E+01
   2.0924E+00   2.2061E+01
   2.0999E+00   2.2068E+01
   2.1074E+00   2.2067E+01
   2.1149E+00   2.2029E+01
   2.1224E+00   2.1964E+01
   2.1299E+00   2.1871E+01
   2.1374E+00   2.1771E+01
   2.1449E+00   2.1670E+01
   2.1524E+00   2.1584E+01
   2.1599E+00   2.1510E+01
   2.1674E+00   2.1544E+01
   2.1749E+00   2.1614E+01
   2.1824E+00   2.1683E+01
   2.1899E+00   2.1718E+01
   2.1974E+00   2.1718E+01
   2.2049E+00   2.1678E+01
   2.2124E+00   2.1619E+01
   2.2199E+00   2.1547E+01
   2.2274E+00   2.1483E+01
   2.2349E+00   2.1484E+01
   2.2423E+00   2.1588E+01
   2.2496E+00   2.1719E+01
   2.2571E+00   2.1832E+01
   2.2646E+00   2.1895E+01
   2.2721E+00   2.1908E+01
   2.2796E+00   2.1878E+01
   2.2871E+00   2.1826E+01
   2.2946E+00   2.1766E+01
   2.3021E+00   2.1716E+01
   2.3096E+00   2.1679E+01
   2.3171E+00   2.1761E+01
   2.3246E+00   2.1884E+01
   2.3321E+00   2.1998E+01
   2.3396E+00   2.2069E+01
   2.3471E+00   2.2092E+01
   2.3546E+00   2.2069E+01
   2.3621E+00   2.2021E+01
   2.3696E+00   2.1985E+01
   2.3738E+00   2.1940E+01
   2.3738E+00   2.1940E+01
   2.3738E+00   2.1940E+01
   2.3738E+00   2.1939E+01
   2.3738E+00   2.1939E+01
   2.3738E+00   2.1938E+01
   2.3738E+00   2.1937E+01
   2.3738E+00   2.1934E+01
   2.3738E+00   2.1930E+01
   2.3739E+00   2.1923E+01
   2.3739E+00   2.1911E+01
   2.3740E+00   2.1889E+01
   2.3742E+00   2.1854E+01
   2.3744E+00   2.1818E+01
   2.3749E+00   2.1794E+01
   2.3757E+00   2.1781E+01
   2.3770E+00   2.1783E+01
   2.3794E+00   2.1787E+01
   2.3833E+00   2.1798E+01
   2.3901E+00   2.1634E+01
   2.3956E+00   2.1656E+01
   2.3985E+00   2.1786E+01
   2.3985E+00   2.1789E+01
   2.3985E+00   2.1792E+01
   2.3985E+00   2.1794E+01
   2.3985E+00   2.1796E+01
   2.3985E+00   2.1799E+01
   2.3985E+00   2.1799E+01
   2.3985E+00   2.1800E+01
   2.3985E+00   2.1801E+01
   2.3985E+00   2.1803E+01
   2.3986E+00   2.1806E+01
   2.3986E+00   2.1808E+01
   2.3986E+00   2.1812E+01
   2.3986E+00   2.1816E+01
   2.3986E+00   2.1823E+01
   2.3986E+00   2.1830E+01
   2.3986E+00   2.1838E+01
   2.3986E+00   2.1849E+01
   2.3986E+00   2.1863E+01
   2.3986E+00   2.1877E+01
   2.3986E+00   2.1894E+01
   2.3986E+00   2.1913E+01
   2.3986E+00   2.1936E+01
   2.3986E+00   2.1964E+01
   2.3986E+00   2.1999E+01
   2.3986E+00   2.2041E+01
   2.3986E+00   2.2093E+01
   2.3986E+00   2.2146E+01
   2.3986E+00   2.2184E+01
   2.3986E+00   2.2201E+01
   2.3986E+00   2.2193E+01
   2.3987E+00   2.2192E+01
   2.3987E+00   2.2191E+01
   2.3987E+00   2.2190E+01
   2.3987E+00   2.2189E+01
   2.3987E+00   2.2188E+01
   2.3987E+00   2.2188E+01
   2.3987E+00   2.2187E+01
   2.3987E+00   2.2186E+01
   2.3987E+00   2.2183E+01
   2.3987E+00   2.2179E+01
   2.3987E+00   2.2174E+01
   2.3987E+00   2.2169E+01
   2.3988E+00   2.2162E+01
   2.3988E+00   2.2156E+01
   2.3988E+00   2.2147E+01
   2.3988E+00   2.2145E+01
   2.3988E+00   2.2144E+01
   2.3988E+00   2.2143E+01
   2.3988E+00   2.2141E+01
   2.3988E+00   2.2142E+01
   2.3989E+00   2.2142E+01
   2.3989E+00   2.2142E+01
   2.3989E+00   2.2142E+01
   2.3989E+00   2.2142E+01
   2.3989E+00   2.2140E+01
   2.3989E+00   2.2139E+01
   2.3989E+00   2.2139E+01
   2.3990E+00   2.2139E+01
   2.3990E+00   2.2140E+01
   2.3990E+00   2.2140E+01
   2.3991E+00   2.2140E+01
   2.3991E+00   2.2140E+01
   2.3991E+00   2.2140E+01
   2.3991E+00   2.2139E+01
   2.3991E+00   2.2139E+01
   2.3991E+00   2.2139E+01
   2.3991E+00   2.2138E+01
   2.3991E+00   2.2138E+01
   2.3991E+00   2.2137E+01
   2.3991E+00   2.2136E+01
   2.3991E+00   2.2135E+01
   2.3991E+00   2.2133E+01
   2.3991E+00   2.2132E+01
   2.3992E+00   2.2132E+01
   2.3992E+00   2.2132E+01
   2.3993E+00   2.2132E+01
   2.3993E+00   2.2131E+01
   2.3994E+00   2.2129E+01
   2.3994E+00   2.2128E+01
   2.3994E+00   2.2127E+01
   2.3994E+00   2.2126E+01
   2.3994E+00   2.2126E+01
   2.3994E+00   2.2125E+01
   2.3994E+00   2.2125E+01
   2.3994E+00   2.2125E+01
   2.3994E+00   2.2124E+01
   2.3994E+00   2.2124E+01
   2.3994E+00   2.2123E+01
   2.3994E+00   2.2123E+01
   2.3994E+00   2.2122E+01
   2.3994E+00   2.2122E+01
   2.3994E+00   2.2122E+01
   2.3995E+00   2.2121E+01
   2.3995E+00   2.2121E+01
   2.3995E+00   2.2120E+01
   2.3995E+00   2.2120E+01
   2.3995E+00   2.2119E+01
   2.3996E+00   2.2118E+01
   2.3996E+00   2.2116E+01
   2.3996E+00   2.2115E+01
   2.3997E+00   2.2113E+01
   2.3997E+00   2.2112E+01
   2.3997E+00   2.2111E+01
   2.3997E+00   2.2110E+01
   2.3998E+00   2.2108E+01
   2.3999E+00   2.2106E+01
   2.4000E+00   2.2102E+01
   2.4003E+00   2.2089E+01
   2.4008E+00   2.2079E+01
   2.4011E+00   2.2077E+01
   2.4016E+00   2.2077E+01
   2.4019E+00   2.2078E+01
   2.4024E+00   2.2078E+01
   2.4027E+00   2.2079E+01
   2.4032E+00   2.2076E+01
   2.4035E+00   2.2075E+01
   2.4038E+00   2.2072E+01
   2.4041E+00   2.2068E+01
   2.4044E+00   2.2065E+01
   2.4048E+00   2.2060E+01
   2.4051E+00   2.2057E+01
   2.4056E+00   2.2053E+01
   2.4059E+00   2.2050E+01
   2.4065E+00   2.2046E+01
   2.4065E+00   2.2046E+01
   2.4065E+00   2.2046E+01
   2.4065E+00   2.2045E+01
   2.4065E+00   2.2044E+01
   2.4065E+00   2.2043E+01
   2.4065E+00   2.2040E+01
   2.4065E+00   2.2036E+01
   2.4066E+00   2.2033E+01
   2.4066E+00   2.2030E+01
   2.4067E+00   2.2029E+01
   2.4069E+00   2.2030E+01
   2.4071E+00   2.2032E+01
   2.4076E+00   2.2033E+01
   2.4078E+00   2.2034E+01
   2.4083E+00   2.2033E+01
   2.4087E+00   2.2034E+01
   2.4092E+00   2.2032E+01
   2.4096E+00   2.2032E+01
   2.4099E+00   2.2032E+01
   2.4103E+00   2.2033E+01
   2.4105E+00   2.2032E+01
   2.4109E+00   2.2033E+01
   2.4112E+00   2.2032E+01
   2.4117E+00   2.2032E+01
   2.4121E+00   2.2031E+01
   2.4126E+00   2.2032E+01
   2.4130E+00   2.2029E+01
   2.4132E+00   2.2028E+01
   2.4134E+00   2.2028E+01
   2.4139E+00   2.2028E+01
   2.4141E+00   2.2028E+01
   2.4145E+00   2.2028E+01
   2.4147E+00   2.2028E+01
   2.4151E+00   2.2027E+01
   2.4156E+00   2.2024E+01
   2.4160E+00   2.2024E+01
   2.4162E+00   2.2022E+01
   2.4167E+00   2.2020E+01
   2.4169E+00   2.2018E+01
   2.4174E+00   2.2017E+01
   2.4176E+00   2.2015E+01
   2.4181E+00   2.2015E+01
   2.4184E+00   2.2013E+01
   2.4189E+00   2.2012E+01
   2.4192E+00   2.2011E+01
   2.4197E+00   2.2010E+01
   2.4198E+00   2.2011E+01
   2.4198E+00   2.2010E+01
   2.4198E+00   2.2009E+01
   2.4199E+00   2.2007E+01
   2.4199E+00   2.2006E+01
   2.4200E+00   2.2004E+01
   2.4201E+00   2.2002E+01
   2.4203E+00   2.2002E+01
   2.4206E+00   2.2001E+01
   2.4211E+00   2.2003E+01
   2.4220E+00   2.2001E+01
   2.4220E+00   2.2001E+01
   2.4220E+00   2.2001E+01
   2.4220E+00   2.2001E+01
   2.4220E+00   2.2001E+01
   2.4220E+00   2.2000E+01
   2.4220E+00   2.1999E+01
   2.4221E+00   2.1998E+01
   2.4221E+00   2.1996E+01
   2.4221E+00   2.1993E+01
   2.4221E+00   2.1991E+01
   2.4221E+00   2.1989E+01
   2.4222E+00   2.1989E+01
   2.4223E+00   2.1989E+01
   2.4226E+00   2.1990E+01
   2.4230E+00   2.1990E+01
   2.4232E+00   2.1991E+01
   2.4237E+00   2.1989E+01
   2.4241E+00   2.1989E+01
   2.4244E+00   2.1987E+01
   2.4249E+00   2.1986E+01
   2.4253E+00   2.1984E+01
   2.4256E+00   2.1983E+01
   2.4261E+00   2.1979E+01
   2.4265E+00   2.1978E+01
   2.4269E+00   2.1976E+01
   2.4274E+00   2.1974E+01
   2.4278E+00   2.1972E+01
   2.4282E+00   2.1971E+01
   2.4287E+00   2.1967E+01
   2.4292E+00   2.1974E+01
   2.4299E+00   2.1974E+01
   2.4299E+00   2.1974E+01
   2.4299E+00   2.1973E+01
   2.4299E+00   2.1973E+01
   2.4299E+00   2.1972E+01
   2.4299E+00   2.1972E+01
   2.4299E+00   2.1971E+01
   2.4299E+00   2.1968E+01
   2.4299E+00   2.1965E+01
   2.4300E+00   2.1958E+01
   2.4300E+00   2.1951E+01
   2.4301E+00   2.1945E+01
   2.4302E+00   2.1942E+01
   2.4304E+00   2.1942E+01
   2.4308E+00   2.1943E+01
   2.4315E+00   2.1945E+01
   2.4315E+00   2.1945E+01
   2.4315E+00   2.1945E+01
   2.4315E+00   2.1944E+01
   2.4315E+00   2.1944E+01
   2.4315E+00   2.1943E+01
   2.4315E+00   2.1942E+01
   2.4315E+00   2.1940E+01
   2.4315E+00   2.1937E+01
   2.4316E+00   2.1935E+01
   2.4316E+00   2.1933E+01
   2.4317E+00   2.1933E+01
   2.4318E+00   2.1933E+01
   2.4320E+00   2.1935E+01
   2.4324E+00   2.1936E+01
   2.4326E+00   2.1938E+01
   2.4330E+00   2.1938E+01
   2.4333E+00   2.1939E+01
   2.4338E+00   2.1939E+01
   2.4341E+00   2.1941E+01
   2.4346E+00   2.1941E+01
   2.4349E+00   2.1943E+01
   2.4352E+00   2.1943E+01
   2.4355E+00   2.1946E+01
   2.4358E+00   2.1947E+01
   2.4362E+00   2.1950E+01
   2.4365E+00   2.1950E+01
   2.4369E+00   2.1953E+01
   2.4377E+00   2.1982E+01
   2.4377E+00   2.1982E+01
   2.4377E+00   2.1982E+01
   2.4377E+00   2.1981E+01
   2.4377E+00   2.1981E+01
   2.4377E+00   2.1980E+01
   2.4377E+00   2.1978E+01
   2.4378E+00   2.1975E+01
   2.4378E+00   2.1970E+01
   2.4378E+00   2.1961E+01
   2.4379E+00   2.1948E+01
   2.4380E+00   2.1937E+01
   2.4381E+00   2.1929E+01
   2.4384E+00   2.1928E+01
   2.4390E+00   2.1927E+01
   2.4399E+00   2.1929E+01
   2.4410E+00   2.1923E+01
   2.4429E+00   2.1917E+01
   2.4462E+00   2.1903E+01
   2.4510E+00   2.1890E+01
   2.4585E+00   2.1700E+01
   2.4660E+00   2.1755E+01
   2.4701E+00   2.1956E+01
   2.4701E+00   2.1959E+01
   2.4701E+00   2.1962E+01
   2.4701E+00   2.1964E+01
   2.4701E+00   2.1966E+01
   2.4701E+00   2.1969E+01
   2.4701E+00   2.1972E+01
   2.4701E+00   2.1976E+01
   2.4701E+00   2.1981E+01
   2.4701E+00   2.1986E+01
   2.4701E+00   2.1992E+01
   2.4701E+00   2.2000E+01
   2.4701E+00   2.2009E+01
   2.4701E+00   2.2020E+01
   2.4701E+00   2.2024E+01
   2.4701E+00   2.2031E+01
   2.4701E+00   2.2043E+01
   2.4701E+00   2.2060E+01
   2.4701E+00   2.2082E+01
   2.4701E+00   2.2109E+01
   2.4701E+00   2.2121E+01
   2.4701E+00   2.2142E+01
   2.4701E+00   2.2143E+01
   2.4701E+00   2.2144E+01
   2.4701E+00   2.2144E+01
   2.4701E+00   2.2145E+01
   2.4701E+00   2.2147E+01
   2.4701E+00   2.2149E+01
   2.4701E+00   2.2151E+01
   2.4701E+00   2.2153E+01
   2.4701E+00   2.2156E+01
   2.4701E+00   2.2161E+01
   2.4701E+00   2.2170E+01
   2.4701E+00   2.2187E+01
   2.4701E+00   2.2215E+01
   2.4701E+00   2.2263E+01
   2.4701E+00   2.2327E+01
   2.4701E+00   2.2412E+01
   2.4702E+00   2.2501E+01
   2.4702E+00   2.2577E+01
   2.4702E+00   2.2624E+01
   2.4703E+00   2.2622E+01
   2.4703E+00   2.2615E+01
   2.4703E+00   2.2607E+01
   2.4703E+00   2.2599E+01
   2.4704E+00   2.2591E+01
   2.4704E+00   2.2582E+01
   2.4704E+00   2.2573E+01
   2.4704E+00   2.2563E+01
   2.4704E+00   2.2559E+01
   2.4705E+00   2.2550E+01
   2.4705E+00   2.2547E+01
   2.4705E+00   2.2547E+01
   2.4705E+00   2.2546E+01
   2.4705E+00   2.2545E+01
   2.4705E+00   2.2544E+01
   2.4705E+00   2.2544E+01
   2.4705E+00   2.2543E+01
   2.4705E+00   2.2542E+01
   2.4705E+00   2.2541E+01
   2.4705E+00   2.2541E+01
   2.4706E+00   2.2541E+01
   2.4706E+00   2.2542E+01
   2.4706E+00   2.2542E+01
   2.4706E+00   2.2542E+01
   2.4707E+00   2.2541E+01
   2.4707E+00   2.2541E+01
   2.4708E+00   2.2535E+01
   2.4708E+00   2.2533E+01
   2.4708E+00   2.2531E+01
   2.4708E+00   2.2531E+01
   2.4709E+00   2.2530E+01
   2.4709E+00   2.2530E+01
   2.4709E+00   2.2530E+01
   2.4709E+00   2.2529E+01
   2.4709E+00   2.2529E+01
   2.4709E+00   2.2528E+01
   2.4709E+00   2.2528E+01
   2.4709E+00   2.2528E+01
   2.4709E+00   2.2527E+01
   2.4709E+00   2.2527E+01
   2.4709E+00   2.2527E+01
   2.4709E+00   2.2527E+01
   2.4710E+00   2.2527E+01
   2.4710E+00   2.2526E+01
   2.4710E+00   2.2524E+01
   2.4711E+00   2.2524E+01
   2.4711E+00   2.2523E+01
   2.4712E+00   2.2522E+01
   2.4713E+00   2.2520E+01
   2.4713E+00   2.2518E+01
   2.4713E+00   2.2515E+01
   2.4714E+00   2.2513E+01
   2.4714E+00   2.2511E+01
   2.4715E+00   2.2509E+01
   2.4716E+00   2.2506E+01
   2.4717E+00   2.2502E+01
   2.4720E+00   2.2497E+01
   2.4724E+00   2.2506E+01
   2.4732E+00   2.2503E+01
   2.4732E+00   2.2503E+01
   2.4732E+00   2.2503E+01
   2.4732E+00   2.2503E+01
   2.4732E+00   2.2502E+01
   2.4732E+00   2.2501E+01
   2.4732E+00   2.2500E+01
   2.4732E+00   2.2498E+01
   2.4732E+00   2.2493E+01
   2.4732E+00   2.2486E+01
   2.4733E+00   2.2474E+01
   2.4734E+00   2.2461E+01
   2.4735E+00   2.2450E+01
   2.4737E+00   2.2445E+01
   2.4741E+00   2.2441E+01
   2.4748E+00   2.2441E+01
   2.4748E+00   2.2441E+01
   2.4748E+00   2.2440E+01
   2.4748E+00   2.2440E+01
   2.4748E+00   2.2439E+01
   2.4748E+00   2.2438E+01
   2.4748E+00   2.2436E+01
   2.4748E+00   2.2432E+01
   2.4748E+00   2.2427E+01
   2.4748E+00   2.2422E+01
   2.4749E+00   2.2419E+01
   2.4750E+00   2.2417E+01
   2.4752E+00   2.2419E+01
   2.4756E+00   2.2419E+01
   2.4759E+00   2.2420E+01
   2.4763E+00   2.2417E+01
   2.4767E+00   2.2416E+01
   2.4771E+00   2.2413E+01
   2.4776E+00   2.2409E+01
   2.4787E+00   2.2400E+01
   2.4787E+00   2.2400E+01
   2.4787E+00   2.2400E+01
   2.4787E+00   2.2399E+01
   2.4787E+00   2.2399E+01
   2.4787E+00   2.2399E+01
   2.4787E+00   2.2398E+01
   2.4787E+00   2.2396E+01
   2.4787E+00   2.2394E+01
   2.4787E+00   2.2389E+01
   2.4787E+00   2.2383E+01
   2.4788E+00   2.2377E+01
   2.4789E+00   2.2372E+01
   2.4790E+00   2.2369E+01
   2.4793E+00   2.2369E+01
   2.4797E+00   2.2369E+01
   2.4804E+00   2.2370E+01
   2.4804E+00   2.2370E+01
   2.4804E+00   2.2370E+01
   2.4804E+00   2.2369E+01
   2.4804E+00   2.2369E+01
   2.4804E+00   2.2368E+01
   2.4804E+00   2.2367E+01
   2.4805E+00   2.2364E+01
   2.4805E+00   2.2360E+01
   2.4805E+00   2.2354E+01
   2.4805E+00   2.2348E+01
   2.4806E+00   2.2344E+01
   2.4808E+00   2.2341E+01
   2.4810E+00   2.2341E+01
   2.4814E+00   2.2357E+01
   2.4817E+00   2.2362E+01
   2.4823E+00   2.2359E+01
   2.4832E+00   2.2353E+01
   2.4832E+00   2.2353E+01
   2.4832E+00   2.2353E+01
   2.4833E+00   2.2352E+01
   2.4833E+00   2.2352E+01
   2.4833E+00   2.2351E+01
   2.4833E+00   2.2348E+01
   2.4833E+00   2.2345E+01
   2.4833E+00   2.2340E+01
   2.4833E+00   2.2335E+01
   2.4834E+00   2.2331E+01
   2.4835E+00   2.2330E+01
   2.4837E+00   2.2331E+01
   2.4840E+00   2.2332E+01
   2.4846E+00   2.2335E+01
   2.4851E+00   2.2335E+01
   2.4855E+00   2.2335E+01
   2.4859E+00   2.2332E+01
   2.4865E+00   2.2330E+01
   2.4865E+00   2.2330E+01
   2.4865E+00   2.2329E+01
   2.4865E+00   2.2329E+01
   2.4865E+00   2.2328E+01
   2.4865E+00   2.2326E+01
   2.4865E+00   2.2322E+01
   2.4865E+00   2.2317E+01
   2.4866E+00   2.2311E+01
   2.4866E+00   2.2306E+01
   2.4867E+00   2.2305E+01
   2.4869E+00   2.2304E+01
   2.4873E+00   2.2305E+01
   2.4878E+00   2.2304E+01
   2.4888E+00   2.2304E+01
   2.4888E+00   2.2304E+01
   2.4888E+00   2.2303E+01
   2.4888E+00   2.2303E+01
   2.4888E+00   2.2303E+01
   2.4889E+00   2.2302E+01
   2.4889E+00   2.2302E+01
   2.4889E+00   2.2300E+01
   2.4889E+00   2.2298E+01
   2.4889E+00   2.2294E+01
   2.4889E+00   2.2287E+01
   2.4889E+00   2.2278E+01
   2.4890E+00   2.2269E+01
   2.4892E+00   2.2264E+01
   2.4894E+00   2.2261E+01
   2.4898E+00   2.2262E+01
   2.4901E+00   2.2262E+01
   2.4906E+00   2.2262E+01
   2.4911E+00   2.2259E+01
   2.4914E+00   2.2256E+01
   2.4921E+00   2.2247E+01
   2.4921E+00   2.2247E+01
   2.4921E+00   2.2247E+01
   2.4921E+00   2.2246E+01
   2.4921E+00   2.2245E+01
   2.4921E+00   2.2244E+01
   2.4921E+00   2.2241E+01
   2.4921E+00   2.2236E+01
   2.4922E+00   2.2229E+01
   2.4922E+00   2.2223E+01
   2.4923E+00   2.2219E+01
   2.4925E+00   2.2222E+01
   2.4927E+00   2.2224E+01
